rank,name,genre,country,formed,split,fans,band_link,img_link
6817,Demenzia,"melodic death, atmospheric doom",Bulgaria,2003,-,1,band.php?band_id=9695,../images/bands/9695.jpg
6818,Demiurge,atmospheric black,USA,2016,-,1,band.php?band_id=10312,../images/bands/10312.jpg
6819,Demolizer,thrash,Denmark,2014,-,1,band.php?band_id=12528,../images/bands/12528.jpg
6820,Deos,funeral doom,United Kingdom,2013,2015,1,band.php?band_id=9131,../images/bands/9131.jpg
6821,Desolate Pathway,epic doom,United Kingdom,2013,-,1,band.php?band_id=8917,../images/bands/8917.jpg
6822,Destroyed In Seconds,"thrash, crust punk",USA,2008,-,1,band.php?band_id=11626,../images/bands/11626.jpg
6823,Det Gamle Besatt,black,Poland,2012,-,1,band.php?band_id=10568,../images/bands/10568.jpg
6824,Detritus,thrash,United Kingdom,1989,-,1,band.php?band_id=13778,../images/bands/13778.jpg
6825,Deveneror,black,USA,2018,-,1,band.php?band_id=10415,../images/bands/10415.jpg
6826,Devil Creations,thrash,Finland,2013,-,1,band.php?band_id=9974,../images/bands/9974.jpg
6827,Dialith,symphonic power,USA,2015,-,1,band.php?band_id=13890,../images/bands/13890.jpg
6828,Diamonds Are Forever,metalcore,Romania,2011,-,1,band.php?band_id=9536,../images/bands/9536.jpg
6829,Die Toten Kehren Wieder Mit Dem Wind,black,Germany,1995,-,1,band.php?band_id=5278,../images/bands/5278.jpg
6830,Dim Crimson,symphonic,The Netherlands,2014,-,1,band.php?band_id=13946,../images/bands/13946.jpg
6831,DinUmbrÄƒ,"death doom, gothic doom",Romania,1998,-,1,band.php?band_id=9167,../images/bands/9167.jpg
6832,Dipygus,death,USA,2013,-,1,band.php?band_id=13895,../images/bands/13895.jpg
6833,Disembowel,death,USA,2016,-,1,band.php?band_id=12277,../images/bands/12277.jpg
6834,Disenthral,melodic death,Greece,2015,-,1,band.php?band_id=12677,../images/bands/12677.jpg
6835,Dismal Dawn,"melodic death, instrumental",Belarus,2011,-,1,band.php?band_id=12742,../images/bands/12742.jpg
6836,Disowning,death,France,2015,-,1,band.php?band_id=12480,../images/bands/12480.jpg
6837,Dodenkrocht,"black, doom",The Netherlands,2004,-,1,band.php?band_id=9021,../images/bands/9021.jpg
6838,Doedsvangr,black,,2014,-,1,band.php?band_id=14267,../images/bands/14267.jpg
6839,Doom (JPN),"progressive thrash, avantgarde",Japan,1985,-,1,band.php?band_id=12908,../images/bands/12908.jpg
6840,Dorblack,black,Belarus,2018,-,1,band.php?band_id=13285,../images/bands/13285.jpg
6841,Drag The Dead,"death, grindcore",USA,2009,-,1,band.php?band_id=7973,../images/bands/7973.jpg
6842,Draghkar,death,USA,2016,-,1,band.php?band_id=12349,../images/bands/12349.jpg
6843,Drakonis,"black, death",United Kingdom,2009,-,1,band.php?band_id=11760,../images/bands/11760.jpg
6844,Drohtnung,"depressive black, noise",Australia,2004,-,1,band.php?band_id=8021,../images/bands/8021.jpg
6845,Dryade,"progressive, melodic progressive",France,1997,-,1,band.php?band_id=1963,../images/bands/1963.jpg
6846,DSKNT,"black, death",Switzerland,2013,-,1,band.php?band_id=11732,../images/bands/11732.jpg
6847,Duality,technical death,Italy,2003,-,1,band.php?band_id=12315,../images/bands/12315.jpg
6848,Dyecrest,"heavy, power",Finland,1993,-,1,band.php?band_id=882,../images/bands/882.jpg
6849,Dyscord,metalcore,Australia,2003,-,1,band.php?band_id=3270,../images/bands/3270.jpg
6850,Dystrophy,"technical death, thrash",USA,2007,-,1,band.php?band_id=8960,../images/bands/8960.jpg
6851,Echelon,death,Sweden,2015,-,1,band.php?band_id=9625,../images/bands/9625.jpg
6852,Eclipser,black,Canada,2017,-,1,band.php?band_id=11002,../images/bands/11002.jpg
6853,Edellom,gothic doom,Israel,2009,-,1,band.php?band_id=14811,../images/bands/14811.jpg
6854,Eden Sands,"doom, stoner",USA,2013,-,1,band.php?band_id=4182,../images/bands/4182.jpg
6855,El Comer Ocho,deathcore,Belgium,2008,-,1,band.php?band_id=5327,../images/bands/5327.jpg
6856,Elderoth,progressive power,Canada,2007,-,1,band.php?band_id=8818,../images/bands/8818.jpg
6857,Element (UK),"progressive thrash, technical thrash, progressive hard rock",United Kingdom,2006,-,1,band.php?band_id=3104,../images/bands/3104.jpg
6858,Eleven Strings,progressive,Brazil,2012,-,1,band.php?band_id=8416,../images/bands/8416.jpg
6859,Elvaan Ibanfure,progressive,Mexico,2014,-,1,band.php?band_id=12712,../images/bands/12712.jpg
6860,Elvenstorm,heavy,France,2008,-,1,band.php?band_id=14474,../images/bands/14474.jpg
6861,Embers,"black, doom, crust punk",USA,2004,-,1,band.php?band_id=7551,../images/bands/7551.jpg
6862,Emerald,heavy,The Netherlands,1975,-,1,band.php?band_id=8228,../images/bands/8228.jpg
6863,Empress,"post-metal, sludge, doom",Canada,2017,-,1,band.php?band_id=12476,../images/bands/12476.jpg
6864,Enblood,technical death,Portugal,2015,-,1,band.php?band_id=12420,../images/bands/12420.jpg
6865,Endon,"grindcore, noise, hardcore punk",Japan,2007,-,1,band.php?band_id=10013,../images/bands/10013.jpg
6866,Erdling,industrial,Germany,2014,-,1,band.php?band_id=11298,../images/bands/11298.jpg
6867,Erik Norlander,progressive,USA,1993,-,1,band.php?band_id=2032,../images/bands/2032.jpg
6868,Errant,"alternative, post-metal",USA,2019,-,1,band.php?band_id=11597,../images/bands/11597.jpg
6869,Errorgeist,"industrial, death",USA,2013,-,1,band.php?band_id=8829,../images/bands/8829.jpg
6870,Esperoza,gothic,Moldova,2010,-,1,band.php?band_id=9872,../images/bands/9872.jpg
6871,Eternal Mourning,gothic doom,Portugal,1995,-,1,band.php?band_id=1652,../images/bands/1652.jpg
6872,Etrange,progressive,France,2017,-,1,band.php?band_id=12536,../images/bands/12536.jpg
6873,Everlore,power,Finland,2013,-,1,band.php?band_id=13442,../images/bands/13442.jpg
6874,Evil Twin,"black, doom",Poland,1999,-,1,band.php?band_id=5286,../images/bands/5286.jpg
6875,EwÃ¯g Frost,"punk, speed, black",Austria,2003,-,1,band.php?band_id=9146,../images/bands/9146.jpg
6876,Exit-13,grindcore,USA,1989,1997,1,band.php?band_id=9599,../images/bands/9599.jpg
6877,Eyeless In Gaza,funeral doom,Armenia,2020,-,1,band.php?band_id=13755,../images/bands/13755.jpg
6878,Face Off,"alternative, post-metal",Serbia,2006,-,1,band.php?band_id=7843,../images/bands/7843.jpg
6879,Fallen Yggdrasil,death,Germany,1996,-,1,band.php?band_id=1817,../images/bands/1817.jpg
6880,False Flag Attack,grindcore,Germany,2012,-,1,band.php?band_id=9658,../images/bands/9658.jpg
6881,Farscape,thrash,Brazil,1998,-,1,band.php?band_id=12808,../images/bands/12808.jpg
6882,Fatal Smile,hard rock,Sweden,1995,2014,1,band.php?band_id=2817,../images/bands/2817.jpg
6883,Faustus,thrash,USA,1992,1999,1,band.php?band_id=12946,../images/bands/12946.jpg
6884,Felled,"atmospheric black, blackened folk",USA,2014,-,1,band.php?band_id=14367,../images/bands/14367.jpg
6885,Ferriterium,black,France,2010,-,1,band.php?band_id=13874,../images/bands/13874.jpg
6886,Foetal Juice,deathgrind,United Kingdom,2005,-,1,band.php?band_id=13884,../images/bands/13884.jpg
6887,Fratello Metallo,heavy,Italy,2002,2009,1,band.php?band_id=13499,../images/bands/13499.jpg
6888,Frosthardr,black,Norway,1997,-,1,band.php?band_id=1476,../images/bands/1476.jpg
6889,Fuck Off,thrash,Spain,1986,-,1,band.php?band_id=13662,../images/bands/13662.jpg
6890,Furious Trauma,thrash,Denmark,1988,-,1,band.php?band_id=12591,../images/bands/12591.jpg
6891,Fury UK,heavy,United Kingdom,2002,-,1,band.php?band_id=7247,../images/bands/7247.jpg
6892,Fusion Bomb,thrash,Luxembourg,2010,-,1,band.php?band_id=10405,../images/bands/10405.jpg
6893,GÃ©vaudan,doom,United Kingdom,2013,-,1,band.php?band_id=14053,../images/bands/14053.jpg
6894,Gates Of Doom,"melodic death, melodic black",Italy,2012,-,1,band.php?band_id=13753,../images/bands/13753.jpg
6895,Gates Of Mourning,black,USA,2011,-,1,band.php?band_id=14698,../images/bands/14698.jpg
6896,Geryon,technical death,USA,2012,-,1,band.php?band_id=9587,../images/bands/9587.jpg
6897,Ghoulchapel,symphonic black,Armenia,2013,-,1,band.php?band_id=10151,../images/bands/10151.jpg
6898,Giotopia,symphonic progressive,Belgium,2017,-,1,band.php?band_id=14464,../images/bands/14464.jpg
6899,Gloom,death,Spain,2002,-,1,band.php?band_id=9194,../images/bands/9194.jpg
6900,Glorious Depravity,death,USA,2017,-,1,band.php?band_id=13144,../images/bands/13144.jpg
6901,Gluttony,death,Sweden,2009,-,1,band.php?band_id=11148,../images/bands/11148.jpg
6902,Gnosis Of The Witch,black,USA,2013,2015,1,band.php?band_id=8842,../images/bands/8842.jpg
6903,Go Ahead And Die,groove thrash,USA,2021,-,1,band.php?band_id=14276,../images/bands/14276.jpg
6904,Goat MolestÃ¶r,death,United Kingdom,2002,2006,1,band.php?band_id=9694,../images/bands/9694.jpg
6905,Goddess Of Desire,heavy,The Netherlands,1995,2009,1,band.php?band_id=1052,../images/bands/1052.jpg
6906,Goddess Shiva,"heavy, hard rock",Germany,1977,-,1,band.php?band_id=14814,../images/bands/14814.jpg
6907,GodHateCode,"death, grindcore",Austria,2007,2017,1,band.php?band_id=7412,../images/bands/7412.jpg
6908,Godhead Machinery,"black, death",Sweden,2014,-,1,band.php?band_id=13693,../images/bands/13693.jpg
6909,Gods Forsaken,death,Sweden,2016,-,1,band.php?band_id=10648,../images/bands/10648.jpg
6910,GoregÃ¤ng,"death, crust punk",USA,2016,-,1,band.php?band_id=10598,../images/bands/10598.jpg
6911,Gorgeous Frankenstein,"punk, groove metal, hardcore",USA,2005,2012,1,band.php?band_id=9742,../images/bands/9742.jpg
6912,Gothic Sky,"death doom, gothic black",Russia,1997,-,1,band.php?band_id=14285,../images/bands/14285.jpg
6913,Gothic Stone,epic doom,Italy,1991,-,1,band.php?band_id=13098,../images/bands/13098.jpg
6914,Grand Delusion,"psychedelic doom, stoner doom, heavy",Sweden,2011,-,1,band.php?band_id=9889,../images/bands/9889.jpg
6915,Grav Morbus,black,Estonia,2020,-,1,band.php?band_id=11652,../images/bands/11652.jpg
6916,Graveir,black,Australia,2014,-,1,band.php?band_id=11645,../images/bands/11645.jpg
6917,Grawdeth,melodic black,Sweden,2020,-,1,band.php?band_id=14136,../images/bands/14136.jpg
6918,Grimpen Mire,"doom, sludge",United Kingdom,2007,-,1,band.php?band_id=8951,../images/bands/8951.jpg
6919,GrisÃ¢tre,"atmospheric black, depressive black",France,2006,-,1,band.php?band_id=7149,../images/bands/7149.jpg
6920,Groinchurn,grindcore,South Africa,1994,-,1,band.php?band_id=9600,../images/bands/9600.jpg
6921,Grotesque Organ Defilement,grindcore,Canada,2006,-,1,band.php?band_id=8929,../images/bands/8929.jpg
6922,GuÃ°veiki,blackened death,USA,2017,-,1,band.php?band_id=10328,../images/bands/10328.jpg
6923,Hammr,"blackened thrash, blackened speed",USA,2013,-,1,band.php?band_id=10366,../images/bands/10366.jpg
6924,Hanternoz,"celtic folk, black",France,2006,-,1,band.php?band_id=6377,../images/bands/6377.jpg
6925,Harter Attack,thrash,USA,1986,-,1,band.php?band_id=12809,../images/bands/12809.jpg
6926,Harvey Milk,"sludge, experimental rock",USA,1992,-,1,band.php?band_id=11403,../images/bands/11403.jpg
6927,Head Phones President,alternative,Japan,2000,-,1,band.php?band_id=8276,../images/bands/8276.jpg
6928,Headline,"power, progressive",France,1994,-,1,band.php?band_id=497,../images/bands/497.jpg
6929,Healing Harm,melodic death,Mexico,2016,-,1,band.php?band_id=14268,../images/bands/14268.jpg
6930,Heavy Water,"heavy, blues rock, hard rock",United Kingdom,2021,-,1,band.php?band_id=14572,../images/bands/14572.jpg
6931,Hellish,blackened thrash,Chile,2010,-,1,band.php?band_id=12882,../images/bands/12882.jpg
6932,Hellryder,heavy,Germany,2021,-,1,band.php?band_id=14621,../images/bands/14621.jpg
6933,Heonia,"symphonic, progressive",France,2006,-,1,band.php?band_id=9320,../images/bands/9320.jpg
6934,Herfst,melodic death,Belgium,1999,2016,1,band.php?band_id=10649,../images/bands/10649.jpg
6935,Hermann,"black, crust punk",Germany,2014,-,1,band.php?band_id=12956,../images/bands/12956.jpg
6936,Hex,doom death,Spain,2012,-,1,band.php?band_id=10917,../images/bands/10917.jpg
6937,Hexecutor,thrash,France,2011,-,1,band.php?band_id=13049,../images/bands/13049.jpg
6938,Highgate,doom,USA,2005,2008,1,band.php?band_id=3624,../images/bands/3624.jpg
6939,Hlidolf,"drone, dark ambient",Norway,2002,2004,1,band.php?band_id=2744,../images/bands/2744.jpg
6940,Hollywood Vampires,hard rock,USA,2015,-,1,band.php?band_id=14312,../images/bands/14312.jpg
6941,Holter,symphonic power,Norway,2016,-,1,band.php?band_id=14079,../images/bands/14079.jpg
6942,Holy Death,death doom,USA,2019,-,1,band.php?band_id=11948,../images/bands/11948.jpg
6943,Holycide,thrash,Spain,2004,-,1,band.php?band_id=11425,../images/bands/11425.jpg
6944,Horizon Ignited,melodic death,Finland,2017,-,1,band.php?band_id=13331,../images/bands/13331.jpg
6945,Horizon Of The Mute,"funeral doom, drone doom",Finland,2015,-,1,band.php?band_id=9776,../images/bands/9776.jpg
6946,Horncrowned,black,Colombia,2001,-,1,band.php?band_id=8583,../images/bands/8583.jpg
6947,Hrizg,black,Spain,2005,-,1,band.php?band_id=5970,../images/bands/5970.jpg
6948,Human Remains,deathgrind,USA,1989,1995,1,band.php?band_id=10238,../images/bands/10238.jpg
6949,Humanfly,atmospheric sludge metal,United Kingdom,2000,-,1,band.php?band_id=3445,../images/bands/3445.jpg
6950,Humm,post-black,Italy,2014,-,1,band.php?band_id=13424,../images/bands/13424.jpg
6951,Huron,"melodic thrash, progressive",United Kingdom,2007,-,1,band.php?band_id=6316,../images/bands/6316.jpg
6952,Hyborian,"stoner, sludge",USA,2015,-,1,band.php?band_id=11288,../images/bands/11288.jpg
6953,HyperioN (ITA),heavy,Italy,2015,-,1,band.php?band_id=12354,../images/bands/12354.jpg
6954,Hypoxia,"death, thrash",USA,2009,-,1,band.php?band_id=9296,../images/bands/9296.jpg
6955,"I, Forlorn",death doom,The Netherlands,2016,-,1,band.php?band_id=13224,../images/bands/13224.jpg
6956,IceFish,progressive,Italy,2016,-,1,band.php?band_id=13405,../images/bands/13405.jpg
6957,Idolatry,black,Canada,2014,-,1,band.php?band_id=10760,../images/bands/10760.jpg
6958,Ieschure,black,Ukraine,2015,-,1,band.php?band_id=14829,../images/bands/14829.jpg
6959,Imperceptum,"atmospheric black, funeral doom",Germany,2014,-,1,band.php?band_id=9558,../images/bands/9558.jpg
6960,In Aeternum,"black, death",Sweden,1994,-,1,band.php?band_id=13346,../images/bands/13346.jpg
6961,In Reverence,atmospheric death,Sweden,2010,-,1,band.php?band_id=13395,../images/bands/13395.jpg
6962,Incandescence,progressive black,Canada,2010,-,1,band.php?band_id=8018,../images/bands/8018.jpg
6963,Incarceration,death,"Brazil, Germany",2010,-,1,band.php?band_id=11641,../images/bands/11641.jpg
6964,Inculcator,thrash,United Kingdom,2016,-,1,band.php?band_id=9825,../images/bands/9825.jpg
6965,Infaust,black,Germany,2000,-,1,band.php?band_id=1996,../images/bands/1996.jpg
6966,Infection,death,Peru,2006,-,1,band.php?band_id=8500,../images/bands/8500.jpg
6967,Inhepsie,atmospheric gothic,France,2001,-,1,band.php?band_id=7140,../images/bands/7140.jpg
6968,Inimical,"death, metalcore",Denmark,2005,-,1,band.php?band_id=2514,../images/bands/2514.jpg
6969,Intoxxxicated,thrash,Mexico,2001,-,1,band.php?band_id=14779,../images/bands/14779.jpg
6970,Invictus (JPN),death,Japan,2015,-,1,band.php?band_id=12492,../images/bands/12492.jpg
6971,Invincible Force,"thrash, black, death",Chile,2007,-,1,band.php?band_id=13234,../images/bands/13234.jpg
6972,Iron Griffin,heavy,Finland,2017,-,1,band.php?band_id=14818,../images/bands/14818.jpg
6973,Iron Kobra,heavy,Germany,2008,-,1,band.php?band_id=14097,../images/bands/14097.jpg
6974,Irony Of Fate,melodic death,Switzerland,2014,-,1,band.php?band_id=14200,../images/bands/14200.jpg
6975,Isegrim,black,Germany,1998,2001,1,band.php?band_id=13280,../images/bands/13280.jpg
6976,Jesus Ain't In Poland,"grindcore, deathgrind",Italy,2004,-,1,band.php?band_id=7364,../images/bands/7364.jpg
6977,Jezabel,power,Argentina,1993,-,1,band.php?band_id=7259,../images/bands/7259.jpg
6978,Joel Hoekstra's 13,hard rock,USA,2014,-,1,band.php?band_id=14255,../images/bands/14255.jpg
6979,Jours PÃ¢les,"black, post-black",France,2020,-,1,band.php?band_id=14578,../images/bands/14578.jpg
6980,Jupiter Hollow,"alternative, progressive",Canada,2015,-,1,band.php?band_id=13362,../images/bands/13362.jpg
6981,Jurassic Jade,thrash,Japan,1985,-,1,band.php?band_id=12235,../images/bands/12235.jpg
6982,K.L.L.K.,atmospheric black,France,2010,-,1,band.php?band_id=9040,../images/bands/9040.jpg
6983,KallomÃ¤ki,pagan folk,Finland,2018,-,1,band.php?band_id=12570,../images/bands/12570.jpg
6984,Kardinal Sin,"heavy, power",Sweden,2014,-,1,band.php?band_id=14129,../images/bands/14129.jpg
6985,Karmic Link,"gothic, progressive","Greece, Sweden",2006,-,1,band.php?band_id=3507,../images/bands/3507.jpg
6986,Katagory V,"progressive heavy, power",USA,1999,2014,1,band.php?band_id=3651,../images/bands/3651.jpg
6987,Keiser,black,Norway,2015,-,1,band.php?band_id=14068,../images/bands/14068.jpg
6988,Khaotic,black,Brazil,2012,-,1,band.php?band_id=9190,../images/bands/9190.jpg
6989,Killery,thrash,Brazil,2016,-,1,band.php?band_id=13333,../images/bands/13333.jpg
6990,Kind,"stoner, psychedelic rock",USA,2013,-,1,band.php?band_id=14270,../images/bands/14270.jpg
6991,Kinetic,progressive death,Greece,2002,-,1,band.php?band_id=934,../images/bands/934.jpg
6992,Kult MogiÅ‚,death,Poland,2014,-,1,band.php?band_id=9426,../images/bands/9426.jpg
6993,Kvesta,"black, death, thrash",Norway,2013,-,1,band.php?band_id=9406,../images/bands/9406.jpg
6994,L'Hiver En Deuil,black,Belgium,2010,-,1,band.php?band_id=7983,../images/bands/7983.jpg
6995,LaCasta,"hardcore, black",Italy,2013,-,1,band.php?band_id=11469,../images/bands/11469.jpg
6996,Last Moon's Dawn,"atmospheric black, symphonic black",Germany,2008,-,1,band.php?band_id=14472,../images/bands/14472.jpg
6997,Last Performance,symphonic,Russia,2008,-,1,band.php?band_id=12208,../images/bands/12208.jpg
6998,Last Pharaoh,"us power, neoclassical power",USA,2016,-,1,band.php?band_id=11356,../images/bands/11356.jpg
6999,Laurenne/Louhimo,heavy,Finland,2020,-,1,band.php?band_id=14637,../images/bands/14637.jpg
7000,Lazarvs,"sludge, groove metal",Hungary,2019,-,1,band.php?band_id=13555,../images/bands/13555.jpg
7001,Leecher,"symphonic, gothic",Hungary,2008,-,1,band.php?band_id=11426,../images/bands/11426.jpg
7002,Leeds Point,"heavy, stoner",USA,2012,-,1,band.php?band_id=4717,../images/bands/4717.jpg
7003,Legacy ID,progressive,Latvia,2012,-,1,band.php?band_id=8405,../images/bands/8405.jpg
7004,Lie In Ruins,death,Finland,2002,-,1,band.php?band_id=13419,../images/bands/13419.jpg
7005,Lifestream,black,France,2012,-,1,band.php?band_id=9636,../images/bands/9636.jpg
7006,Linea 77,nu,Italy,1993,-,1,band.php?band_id=1421,../images/bands/1421.jpg
7007,Lions Breed,heavy,Germany,1982,1986,1,band.php?band_id=9661,../images/bands/9661.jpg
7008,Liquid Graveyard,progressive death,Spain,2006,-,1,band.php?band_id=4438,../images/bands/4438.jpg
